2025-12-13 17:52:30.289177 Job submitted! latency-VMode-sync-30-15-60Parallelism 30, windowStep/Slide 15, Approach sync, Steps 60, Frequency 0
 
2025-12-13 17:52:32.329415 Job Status: 200, Vertices: ['CREATED', 'CREATED', 'CREATED', 'CREATED', 'CREATED', 'CREATED', 'CREATED', 'CREATED']

2025-12-13 17:52:32.386867 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.472980 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.525602 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.579546 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.630001 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.672914 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.716220 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.757505 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.798233 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.840249 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.881139 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.925558 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:32.962643 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.002823 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.045771 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.089692 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.130619 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.174349 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.214653 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.258611 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.301900 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.344720 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.390095 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.465884 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.574882 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.618209 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.661572 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.705257 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.746379 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.788820 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.830676 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.884569 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.935242 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:33.977405 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.019735 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.063277 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.104943 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.146461 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.183902 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.226040 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.268310 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.311654 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.356166 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 17:52:34.401879 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING']

2025-12-13 17:52:34.401945 All vertices are RUNNING or FINISHED. Job is fully started or completed.

2025-12-13 17:52:34.402003Job Status: 200, {"jid":"3ace4517ac48be5314a8491974b26728","name":"Flink Graph Unified","isStoppable":false,"state":"RUNNING","job-type":"STREAMING","start-time":1765615949761,"end-time":-1,"duration":4579,"maxParallelism":-1,"now":1765615954340,"timestamps":{"FAILING":0,"FAILED":0,"CANCELED":0,"RECONCILING":0,"CREATED":1765615949873,"RUNNING":1765615950083,"CANCELLING":0,"RESTARTING":0,"SUSPENDED":0,"FINISHED":0,"INITIALIZING":1765615949761},"vertices":[{"id":"cbc357ccb763df2852fee8c4fc7d55f2","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Source: Graph Source -> Map -> Flat Map -> Assign Watermarks","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950565,"end-time":-1,"duration":3775,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":0,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":3871,"accumulated-busy-time":"NaN"}},{"id":"4081cf0163fcce7fe6af0cf07ad2d43c","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Source: Message Source -> (Filter PartitionsToManager Status, Deserialize Messages -> Filter Messages)","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950600,"end-time":-1,"duration":3740,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":0,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":2236,"accumulated-busy-time":"NaN"}},{"id":"d98230d181c70a29dad07bd1b457051f","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Create Nodes (Window)","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950633,"end-time":-1,"duration":3707,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":2348,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":2552,"accumulated-busy-time":"NaN"}},{"id":"a64d089891579f51fca3203059a3ceb5","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"EventTimeSessionWindows","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950668,"end-time":-1,"duration":3672,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":2316,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":2554,"accumulated-busy-time":"NaN"}},{"id":"2bb583622f7145f669f346a57cd97825","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Keyed Manager","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950694,"end-time":-1,"duration":3646,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":0,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":0,"accumulated-busy-time":"NaN"}},{"id":"af5c6fedf276cb541ae2c616247d5681","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Graph Process -> Process -> (Message Sink: Writer -> Message Sink: Committer, Map -> Output Sink: Writer -> Output Sink: Committer, Map)","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950733,"end-time":-1,"duration":3607,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":0,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":0,"accumulated-busy-time":"NaN"}},{"id":"c0c5397f8eb6ee00792fd1a0deea62ed","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Latency Sink: Writer","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950773,"end-time":-1,"duration":3567,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":0,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":0,"accumulated-busy-time":"NaN"}},{"id":"17c8079f6125c2ef6e17071fe12dcd49","slotSharingGroupId":"c41ad7eb9a6479da97832bb5d53f89f4","name":"Latency Sink: Committer","maxParallelism":128,"parallelism":30,"status":"RUNNING","start-time":1765615950830,"end-time":-1,"duration":3510,"tasks":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":30,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"metrics":{"read-bytes":80,"read-bytes-complete":true,"write-bytes":0,"write-bytes-complete":true,"read-records":0,"read-records-complete":true,"write-records":0,"write-records-complete":true,"accumulated-backpressured-time":0,"accumulated-idle-time":80,"accumulated-busy-time":"NaN"}}],"status-counts":{"FAILED":0,"INITIALIZING":0,"SCHEDULED":0,"CANCELING":0,"CANCELED":0,"FINISHED":0,"RUNNING":8,"RECONCILING":0,"CREATED":0,"DEPLOYING":0},"plan":{"jid":"3ace4517ac48be5314a8491974b26728","name":"Flink Graph Unified","type":"STREAMING","nodes":[{"id":"17c8079f6125c2ef6e17071fe12dcd49","parallelism":30,"operator":"","operator_strategy":"","description":"Latency Sink: Committer<br/>","inputs":[{"num":0,"id":"c0c5397f8eb6ee00792fd1a0deea62ed","ship_strategy":"FORWARD","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"c0c5397f8eb6ee00792fd1a0deea62ed","parallelism":30,"operator":"","operator_strategy":"","description":"Latency Sink: Writer<br/>","inputs":[{"num":0,"id":"af5c6fedf276cb541ae2c616247d5681","ship_strategy":"FORWARD","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"af5c6fedf276cb541ae2c616247d5681","parallelism":30,"operator":"","operator_strategy":"","description":"Graph Process<br/>+- Process<br/>   :- Message Sink: Writer<br/>   :  +- Message Sink: Committer<br/>   :- Map<br/>   :  +- Output Sink: Writer<br/>   :     +- Output Sink: Committer<br/>   +- Map<br/>","inputs":[{"num":0,"id":"2bb583622f7145f669f346a57cd97825","ship_strategy":"HASH","exchange":"pipelined_bounded"},{"num":1,"id":"4081cf0163fcce7fe6af0cf07ad2d43c","ship_strategy":"HASH","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"2bb583622f7145f669f346a57cd97825","parallelism":30,"operator":"","operator_strategy":"","description":"Keyed Manager<br/>","inputs":[{"num":0,"id":"a64d089891579f51fca3203059a3ceb5","ship_strategy":"FORWARD","exchange":"pipelined_bounded"},{"num":1,"id":"4081cf0163fcce7fe6af0cf07ad2d43c","ship_strategy":"HASH","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"a64d089891579f51fca3203059a3ceb5","parallelism":30,"operator":"","operator_strategy":"","description":"Window(EventTimeSessionWindows(50), EventTimeTrigger, ProcessWindowFunction$5)<br/>","inputs":[{"num":0,"id":"d98230d181c70a29dad07bd1b457051f","ship_strategy":"HASH","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"d98230d181c70a29dad07bd1b457051f","parallelism":30,"operator":"","operator_strategy":"","description":"Window(SlidingEventTimeWindows(15000, 15000), EventTimeTrigger, GraphProcessWindowFunction)<br/>","inputs":[{"num":0,"id":"cbc357ccb763df2852fee8c4fc7d55f2","ship_strategy":"HASH","exchange":"pipelined_bounded"}],"optimizer_properties":{}},{"id":"cbc357ccb763df2852fee8c4fc7d55f2","parallelism":30,"operator":"","operator_strategy":"","description":"Source: Graph Source<br/>+- Map<br/>   +- Flat Map<br/>      +- Assign Watermarks<br/>","optimizer_properties":{}},{"id":"4081cf0163fcce7fe6af0cf07ad2d43c","parallelism":30,"operator":"","operator_strategy":"","description":"Source: Message Source<br/>:- Filter PartitionsToManager Status<br/>+- Deserialize Messages<br/>   +- Filter Messages<br/>","optimizer_properties":{}}]}}
 
