2025-12-13 16:27:35.279473 Job submitted! latency-BMode-sync-30-1-1Parallelism 30, windowStep/Slide 1, Approach sync, Steps 1, Frequency 0
 
2025-12-13 16:27:38.801383 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:38.838904 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:38.877356 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:38.915416 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:38.952105 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:38.990075 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.027789 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.066534 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.106039 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.142898 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.180777 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.218840 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.258566 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.295775 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.334369 Job Status: 200, Vertices: ['INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING', 'INITIALIZING']

2025-12-13 16:27:39.380192 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.476179 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.525419 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.563319 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.704749 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.753387 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.791074 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.831127 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.867527 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.906657 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.943349 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:39.980619 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.020263 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.060998 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.098367 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.136589 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.175698 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.213055 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.254318 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.292028 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.331711 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.368172 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'INITIALIZING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.411273 Job Status: 200, Vertices: ['RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING', 'RUNNING']

2025-12-13 16:27:40.411293 All vertices are RUNNING or FINISHED. Job is fully started or completed.

